ZIP3,Location,States,Senators,Senator_Phones,Senator_Contact_Forms,House_Reps,House_Rep_Phones,House_Rep_Contact_Pages
537,"Madison, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Mark Pocan (D),202-225-2906,https://pocan.house.gov
538,"Madison (east), WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Mark Pocan (D); Derrick Van Orden (R),202-225-2906; 202-225-5506,https://pocan.house.gov; https://vanorden.house.gov
539,"Portage / Wisconsin Dells, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Mark Pocan (D); Derrick Van Orden (R); Scott Fitzgerald (R); Glenn Grothman (R); Thomas P. Tiffany (R),202-225-2906; 202-225-5506; 202-225-5101; 202-225-2476; 202-225-3365,https://pocan.house.gov; https://vanorden.house.gov; https://fitzgerald.house.gov; https://grothman.house.gov; https://tiffany.house.gov
540,"Saint Paul area (WI side), WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Derrick Van Orden (R); Thomas P. Tiffany (R),202-225-5506; 202-225-3365,https://vanorden.house.gov; https://tiffany.house.gov
541,"Green Bay, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Glenn Grothman (R); Thomas P. Tiffany (R); Tony Wied (R),202-225-2476; 202-225-3365; 202-225-5665,https://grothman.house.gov; https://tiffany.house.gov; https://wied.house.gov
542,"Green Bay (north), WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Glenn Grothman (R); Tony Wied (R),202-225-2476; 202-225-5665,https://grothman.house.gov; https://wied.house.gov
543,"Green Bay (west), WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Tony Wied (R),202-225-5665,https://wied.house.gov
544,"Wausau, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Derrick Van Orden (R); Thomas P. Tiffany (R); Tony Wied (R),202-225-5506; 202-225-3365; 202-225-5665,https://vanorden.house.gov; https://tiffany.house.gov; https://wied.house.gov
545,"Rhinelander, WI",MI; WI,Gary C. Peters (D); Elissa Slotkin (D); Tammy Baldwin (D); Ron Johnson (R),202-224-6221; 202-224-4822; 202-224-5653; 202-224-5323,https://www.peters.senate.gov/contact/email-gary; https://www.slotkin.senate.gov; https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Jack Bergman (R); Thomas P. Tiffany (R),202-225-4735; 202-225-3365,https://bergman.house.gov; https://tiffany.house.gov
546,"La Crosse, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Derrick Van Orden (R); Thomas P. Tiffany (R),202-225-5506; 202-225-3365,https://vanorden.house.gov; https://tiffany.house.gov
547,"Eau Claire, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Derrick Van Orden (R); Thomas P. Tiffany (R),202-225-5506; 202-225-3365,https://vanorden.house.gov; https://tiffany.house.gov
548,"Superior / Ashland, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Thomas P. Tiffany (R),202-225-3365,https://tiffany.house.gov
549,"Oshkosh / Fond du Lac, WI",WI,Tammy Baldwin (D); Ron Johnson (R),202-224-5653; 202-224-5323,https://www.baldwin.senate.gov/feedback; https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,Derrick Van Orden (R); Glenn Grothman (R); Tony Wied (R),202-225-5506; 202-225-2476; 202-225-5665,https://vanorden.house.gov; https://grothman.house.gov; https://wied.house.gov
550,"Saint Paul, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Brad Finstad (R); Angie Craig (D); Betty McCollum (D); Tom Emmer (R); Pete Stauber (R),202-225-2472; 202-225-2271; 202-225-6631; 202-225-2331; 202-225-6211,https://finstad.house.gov; https://craig.house.gov; https://mccollum.house.gov; https://emmer.house.gov; https://stauber.house.gov
551,"Minneapolis, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Angie Craig (D); Betty McCollum (D); Ilhan Omar (D); Tom Emmer (R); Pete Stauber (R),202-225-2271; 202-225-6631; 202-225-4755; 202-225-2331; 202-225-6211,https://craig.house.gov; https://mccollum.house.gov; https://omar.house.gov; https://emmer.house.gov; https://stauber.house.gov
553,"Minneapolis (south), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Brad Finstad (R); Angie Craig (D); Kelly Morrison (D); Ilhan Omar (D); Tom Emmer (R); Michelle Fischbach (R); Pete Stauber (R),202-225-2472; 202-225-2271; 202-225-2871; 202-225-4755; 202-225-2331; 202-225-2165; 202-225-6211,https://finstad.house.gov; https://craig.house.gov; https://morrison.house.gov; https://omar.house.gov; https://emmer.house.gov; https://fischbach.house.gov; https://stauber.house.gov
554,"Saint Paul (east), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Kelly Morrison (D); Betty McCollum (D); Ilhan Omar (D); Tom Emmer (R),202-225-2871; 202-225-6631; 202-225-4755; 202-225-2331,https://morrison.house.gov; https://mccollum.house.gov; https://omar.house.gov; https://emmer.house.gov
555,"Minneapolis (north), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,,,
556,"Duluth, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Pete Stauber (R),202-225-6211,https://stauber.house.gov
557,"Duluth (south), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Pete Stauber (R),202-225-6211,https://stauber.house.gov
558,"Duluth (north), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Pete Stauber (R),202-225-6211,https://stauber.house.gov
559,"Rochester, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Brad Finstad (R); Angie Craig (D),202-225-2472; 202-225-2271,https://finstad.house.gov; https://craig.house.gov
560,"Mankato, MN",IA; MN,Chuck Grassley (R); Joni Ernst (R); Amy Klobuchar (D); Tina Smith (D),202-224-3744; 202-224-3254; 202-224-3244; 202-224-5641,https://www.grassley.senate.gov/contact; https://www.ernst.senate.gov/public/index.cfm/contact; https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Randy Feenstra (R); Brad Finstad (R); Angie Craig (D); Tom Emmer (R); Michelle Fischbach (R),202-225-4426; 202-225-2472; 202-225-2271; 202-225-2331; 202-225-2165,https://feenstra.house.gov; https://finstad.house.gov; https://craig.house.gov; https://emmer.house.gov; https://fischbach.house.gov
561,"Mankato (south), MN",MN; SD,Amy Klobuchar (D); Tina Smith (D); John Thune (R); Mike Rounds (R),202-224-3244; 202-224-5641; 202-224-2321; 202-224-5842,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Brad Finstad (R); Michelle Fischbach (R); Dusty Johnson (R),202-225-2472; 202-225-2165; 202-225-2801,https://finstad.house.gov; https://fischbach.house.gov; https://dustyjohnson.house.gov
562,"Willmar, MN",MN; SD,Amy Klobuchar (D); Tina Smith (D); John Thune (R); Mike Rounds (R),202-224-3244; 202-224-5641; 202-224-2321; 202-224-5842,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Brad Finstad (R); Michelle Fischbach (R); Dusty Johnson (R),202-225-2472; 202-225-2165; 202-225-2801,https://finstad.house.gov; https://fischbach.house.gov; https://dustyjohnson.house.gov
563,"Saint Cloud, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Tom Emmer (R); Michelle Fischbach (R); Pete Stauber (R),202-225-2331; 202-225-2165; 202-225-6211,https://emmer.house.gov; https://fischbach.house.gov; https://stauber.house.gov
564,"Saint Cloud (north), MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Michelle Fischbach (R); Pete Stauber (R),202-225-2165; 202-225-6211,https://fischbach.house.gov; https://stauber.house.gov
565,"Detroit Lakes / Bemidji, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Michelle Fischbach (R); Pete Stauber (R),202-225-2165; 202-225-6211,https://fischbach.house.gov; https://stauber.house.gov
566,"Moorhead / Fargo area, MN",MN,Amy Klobuchar (D); Tina Smith (D),202-224-3244; 202-224-5641,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/,Michelle Fischbach (R); Pete Stauber (R),202-225-2165; 202-225-6211,https://fischbach.house.gov; https://stauber.house.gov
567,"Thief River Falls, MN",MN; ND,Amy Klobuchar (D); Tina Smith (D); John Hoeven (R); Kevin Cramer (R),202-224-3244; 202-224-5641; 202-224-2551; 202-224-2043,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Michelle Fischbach (R); Pete Stauber (R); Julie Fedorchak (R),202-225-2165; 202-225-6211; 202-225-2611,https://fischbach.house.gov; https://stauber.house.gov; https://fedorchak.house.gov
570,"Sioux Falls, SD",IA; MN; SD,Chuck Grassley (R); Joni Ernst (R); Amy Klobuchar (D); Tina Smith (D); John Thune (R); Mike Rounds (R),202-224-3744; 202-224-3254; 202-224-3244; 202-224-5641; 202-224-2321; 202-224-5842,https://www.grassley.senate.gov/contact; https://www.ernst.senate.gov/public/index.cfm/contact; https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Randy Feenstra (R); Brad Finstad (R); Michelle Fischbach (R); Dusty Johnson (R),202-225-4426; 202-225-2472; 202-225-2165; 202-225-2801,https://feenstra.house.gov; https://finstad.house.gov; https://fischbach.house.gov; https://dustyjohnson.house.gov
571,"Sioux Falls (north), SD",SD,John Thune (R); Mike Rounds (R),202-224-2321; 202-224-5842,https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Dusty Johnson (R),202-225-2801,https://dustyjohnson.house.gov
572,"Watertown, SD",ND; SD,John Hoeven (R); Kevin Cramer (R); John Thune (R); Mike Rounds (R),202-224-2551; 202-224-2043; 202-224-2321; 202-224-5842,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Julie Fedorchak (R); Dusty Johnson (R),202-225-2611; 202-225-2801,https://fedorchak.house.gov; https://dustyjohnson.house.gov
573,"Mitchell / Huron, SD",SD,John Thune (R); Mike Rounds (R),202-224-2321; 202-224-5842,https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Dusty Johnson (R),202-225-2801,https://dustyjohnson.house.gov
574,"Aberdeen, SD",ND; SD,John Hoeven (R); Kevin Cramer (R); John Thune (R); Mike Rounds (R),202-224-2551; 202-224-2043; 202-224-2321; 202-224-5842,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Julie Fedorchak (R); Dusty Johnson (R),202-225-2611; 202-225-2801,https://fedorchak.house.gov; https://dustyjohnson.house.gov
575,"Pierre, SD",SD,John Thune (R); Mike Rounds (R),202-224-2321; 202-224-5842,https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Dusty Johnson (R),202-225-2801,https://dustyjohnson.house.gov
576,"Mobridge, SD",ND; SD,John Hoeven (R); Kevin Cramer (R); John Thune (R); Mike Rounds (R),202-224-2551; 202-224-2043; 202-224-2321; 202-224-5842,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike,Julie Fedorchak (R); Dusty Johnson (R),202-225-2611; 202-225-2801,https://fedorchak.house.gov; https://dustyjohnson.house.gov
577,"Rapid City, SD",MT; NE; SD; WY,Steve Daines (R); Tim Sheehy (R); Deb Fischer (R); Pete Ricketts (R); John Thune (R); Mike Rounds (R); John Barrasso (R); Cynthia M. Lummis (R),202-224-2651; 202-224-2644; 202-224-6551; 202-224-4224; 202-224-2321; 202-224-5842; 202-224-6441; 202-224-3424,https://www.daines.senate.gov/connect/email-steve; https://www.sheehy.senate.gov; https://www.fischer.senate.gov/public/index.cfm/contact; https://www.ricketts.senate.gov/contact/; https://www.thune.senate.gov/public/index.cfm/contact; https://www.rounds.senate.gov/contact/email-mike; https://www.barrasso.senate.gov/public/index.cfm/contact-form; https://www.lummis.senate.gov/contact/contact-form/,Troy Downing (R); Adrian Smith (R); Dusty Johnson (R); Harriet M. Hageman (R),202-225-3211; 202-225-6435; 202-225-2801; 202-225-2311,https://downing.house.gov; https://adriansmith.house.gov; https://dustyjohnson.house.gov; https://hageman.house.gov
580,"Fargo, ND",MN; ND,Amy Klobuchar (D); Tina Smith (D); John Hoeven (R); Kevin Cramer (R),202-224-3244; 202-224-5641; 202-224-2551; 202-224-2043,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Michelle Fischbach (R); Julie Fedorchak (R),202-225-2165; 202-225-2611,https://fischbach.house.gov; https://fedorchak.house.gov
581,"Fargo (west), ND",ND,John Hoeven (R); Kevin Cramer (R),202-224-2551; 202-224-2043,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Julie Fedorchak (R),202-225-2611,https://fedorchak.house.gov
582,"Grand Forks, ND",MN; ND,Amy Klobuchar (D); Tina Smith (D); John Hoeven (R); Kevin Cramer (R),202-224-3244; 202-224-5641; 202-224-2551; 202-224-2043,https://www.klobuchar.senate.gov/public/index.cfm/contact; https://www.smith.senate.gov/share-your-opinion/; https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Michelle Fischbach (R); Julie Fedorchak (R),202-225-2165; 202-225-2611,https://fischbach.house.gov; https://fedorchak.house.gov
583,"Devils Lake, ND",ND,John Hoeven (R); Kevin Cramer (R),202-224-2551; 202-224-2043,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Julie Fedorchak (R),202-225-2611,https://fedorchak.house.gov
584,"Jamestown, ND",ND,John Hoeven (R); Kevin Cramer (R),202-224-2551; 202-224-2043,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Julie Fedorchak (R),202-225-2611,https://fedorchak.house.gov
585,"Bismarck, ND",ND,John Hoeven (R); Kevin Cramer (R),202-224-2551; 202-224-2043,https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Julie Fedorchak (R),202-225-2611,https://fedorchak.house.gov
586,"Bismarck (north), ND",MT; ND,Steve Daines (R); Tim Sheehy (R); John Hoeven (R); Kevin Cramer (R),202-224-2651; 202-224-2644; 202-224-2551; 202-224-2043,https://www.daines.senate.gov/connect/email-steve; https://www.sheehy.senate.gov; https://www.hoeven.senate.gov/contact/contact-the-senator; https://www.cramer.senate.gov/contact/contact-kevin,Troy Downing (R); Julie Fedorchak (R),202-225-3211; 202-225-2611,https://downing.house.gov; https://fedorchak.house.gov
